"avatar","fullname","id","images/0","images/1","images/2","images/3","images/4","isQuote","isRetweet","likes","links/0","links/1","links/2","links/3","links/4","links/5","links/6","links/7","links/8","links/9","links/10","links/11","quotedTweet/avatar","quotedTweet/fullname","quotedTweet/images/0","quotedTweet/images/1","quotedTweet/images/2","quotedTweet/images/3","quotedTweet/links/0","quotedTweet/links/1","quotedTweet/links/2","quotedTweet/links/3","quotedTweet/links/4","quotedTweet/links/5","quotedTweet/links/6","quotedTweet/links/7","quotedTweet/links/8","quotedTweet/links/9","quotedTweet/links/10","quotedTweet/text","quotedTweet/timestamp","quotedTweet/url","quotedTweet/username","quotes","replies","retweets","searchQuery","text","timestamp","url","user/avatar","user/description","user/joinDate","user/location","user/totalFollowers","user/totalFollowing","user/totalLikes","user/totalTweets","user/url","user/userFullName","user/username","user/verified","user/website","username","verified"
,,"1476278041764524033",,,,,,"false","false","2","https://twitter.com/search?q=%23MoSchool","https://twitter.com/search?q=%235T","https://twitter.com/search?q=%23OdishaAdarshaVidyalaya","https://twitter.com/search?q=%23KVS","https://twitter.com/startup_odisha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Addressed all the District Education Officers (DEOs) of Odisha in the august presence of the Principal Secretary MSME, School & Mass Education; SPD, Odisha School Education Programme Authority, and other dignitaries of #MoSchool #5T #OdishaAdarshaVidyalaya #KVS @startup_odisha","2021-12-29T19:44:00.000Z","https://twitter.com/Sitansu_Mishra/status/1476278041764524033","https://pbs.twimg.com/profile_images/967644496925110272/Mypt0Fp6.jpg","Life Skills/Corporate/Master Trainer, Communication Coach, International Motivational Speaker.

Founder | MD & CEO,
@apogeects & @job_skul","2014-03-02T10:10:00.000Z","Base","330","1390","532","920","https://twitter.com//Sitansu_Mishra","Sitansu Mishra (Edupreneur SM)","@Sitansu_Mishra","false","jobskul.com",,"false"
,,"1415523060057182208",,,,,,"false","false","33","https://twitter.com/search?q=%23Odisha","https://twitter.com/Naveen_Odisha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","5","8","Post Graduate","Further strengthening healthcare services in #Odisha, Hon'ble Chief Minister Shri @Naveen_Odisha sir dedicated MRI, CT Scan services at Acharya Harihar Post Graduate Institute of Cancer on virtual platform. 

Speaking on the occasion, Hon'ble CM sir said that, in ...1","2021-07-15T04:06:00.000Z","https://twitter.com/BiswalSouvic/status/1415523060057182208","https://pbs.twimg.com/profile_images/1508034762828488705/qgpukzky.jpg","Member of Legislative Assembly from Choudwar-Cuttack Assembly Constituency, Odisha.
 ବିଧାୟକ, ଚୌଦ୍ୱାର-କଟକ","2019-06-28T05:27:00.000Z","Cuttack, India","10995","36","2021","9266","https://twitter.com//BiswalSouvic","Souvic Biswal","@BiswalSouvic","true","odishaassembly.nic.in/member…",,"true"
,,"1459721624928677893",,,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Post Graduate","RESPECTED SIR, 
PLEASE GIVE JUSTICE TO CONTRACTUAL GRADUATE AANGAWADI LADY SUPERVISORS   , WHO WERE CONSISTENTLY SERVING FOR THE STATE SINCE 2008 & TILL DATE THEIR POST IS NOT REGULARISED  ,& MOST INTERESTINGLY THE MATRICULATE CANDIDATE WERE USED TO GET POSTED AS REGULAR EMPLOYE","2021-11-14T03:15:00.000Z","https://twitter.com/NARAYAN74758227/status/1459721624928677893","https://pbs.twimg.com/profile_images/1459097654856617985/Uv28N3Ox.jpg","ALL IS WELL","2021-11-12T09:55:00.000Z",,"56","213","43324","8317","https://twitter.com//NARAYAN74758227","NARAYAN NAYAK","@NARAYAN74758227","false",,,"false"
,,"1459755505220345857",,,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","Post Graduate","ODISHA GOVT, 
TALKS ABOUT WOMEN EMPOWERMENT???????
WHERE IS JUSTICE FOR 557 NO OF  GRADUATE AANGAWADI SUPERVISORS @ THEY ARE IN CONTRACTUAL POST FOR LAST 13 YEARS LONG & MATRICULATE CANDIDATE ARE REGULAR FOR SAME POST ............","2021-11-14T05:30:00.000Z","https://twitter.com/NARAYAN74758227/status/1459755505220345857","https://pbs.twimg.com/profile_images/1459097654856617985/Uv28N3Ox.jpg","ALL IS WELL","2021-11-12T09:55:00.000Z",,"56","213","43324","8317","https://twitter.com//NARAYAN74758227","NARAYAN NAYAK","@NARAYAN74758227","false",,,"false"
,,"1462568081931354114",,,,,,"false","false","1","https://www.instagram.com/p/CWjo0kih5Wl/?utm_medium=twitter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Masters","Cash on delivery
Only 800
3pack @ Bhubaneswar, India instagram.com/p/CWjo0kih5Wl/…","2021-11-21T23:46:00.000Z","https://twitter.com/mass_masters/status/1462568081931354114","https://pbs.twimg.com/profile_images/1300671729245720577/2ITnyH6h.jpg","Youths is  changing everything in world","2020-09-01T05:38:00.000Z",,"74","263","375","520","https://twitter.com//mass_masters","saraswatimajhi9@gmail.com","@mass_masters","false",,,"false"
,,"1471752228671164418","https://pbs.twimg.com/media/FGy214-UcAELS6a.jpg","https://pbs.twimg.com/media/FGy22EWVcAA7c9L.jpg","https://pbs.twimg.com/media/FGy22SoVgAItPeZ.jpg","https://pbs.twimg.com/media/FGy22d0VEAImo4z.jpg",,"false","false","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","Masters","ଆଜି କଟକ ମହାନଗର ନିଗମର ୪୬ ନଂ ୱାର୍ଡ଼ ଶିଖରପୁର ସ୍ଥିତ କାଳିଆବୋଦା କମଳାକାନ୍ତ ବିଦ୍ୟାପୀଠ ପରିସରରେ ନୃସିଂହମଲ୍ଲ ଅଡି଼ଟୋରିୟମ ଠାରେ ୩ ଦିନ ଧରି ହେବାକୁ ଥିବା 'Eastern Club Sikharpur, Cuttack' ଆନୁକୁଲ୍ୟରେ ଆୟୋଜିତ ""FZ Forza All Odisha Masters Ranking Badminton Tournament 2021 (Mens & Women)""ର ...୧","2021-12-17T08:00:00.000Z","https://twitter.com/BiswalSouvic/status/1471752228671164418","https://pbs.twimg.com/profile_images/1508034762828488705/qgpukzky.jpg","Member of Legislative Assembly from Choudwar-Cuttack Assembly Constituency, Odisha.
 ବିଧାୟକ, ଚୌଦ୍ୱାର-କଟକ","2019-06-28T05:27:00.000Z","Cuttack, India","10995","36","2021","9266","https://twitter.com//BiswalSouvic","Souvic Biswal","@BiswalSouvic","true","odishaassembly.nic.in/member…",,"true"
,,"1476153474748272640",,,,,,"false","false","0","http://indusvalleytimes.com/news/schools-cinemas-and-gyms-shut-in-delhi-odd-even-for-shops-malls/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Schools, cinemas and gyms shut in Delhi; odd-even for shops, malls indusvalleytimes.com/news/sc…","2021-12-29T11:29:00.000Z","https://twitter.com/industimes/status/1476153474748272640","https://pbs.twimg.com/profile_images/1098815783424077825/CNwHPs07.png",,"2010-11-07T18:58:00.000Z",,"104","388","503","10261","https://twitter.com//industimes","indus valley times","@industimes","false",,,"false"
,,"1476174645850083330",,,,,,"false","false","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","If countries like usa and uk being so advance in medical science are unable to deal with omicorn variant...here our govt. Wants to prove that they have alien science to deal with pandemic so they have decided to reopen the schools and colleges ..what a plan 👏","2021-12-29T12:53:00.000Z","https://twitter.com/Mr_Abhijeet1998/status/1476174645850083330","https://pbs.twimg.com/profile_images/1731530136749830144/NJssJTLB.jpg","proud of being an odia😍😍","2020-06-03T18:43:00.000Z","Cuttack, India","31","58","6785","572","https://twitter.com//Mr_Abhijeet1998","Abhijeet Mahapatra","@Mr_Abhijeet1998","false",,,"false"
,,"1462306108563886082",,,,,,"true","false","0",,,,,,,,,,,,,"","Rakesh Krishnan Simha",,,,,"https://en.protothema.gr/migrant-celebrates-swedish-citizenship-by-raping-woman-and-tells-her-now-i-can-do-what-i-want/",,,,,,,,,,,"Migrant celebrates Swedish citizenship by raping Swedish girl and tells her: ""Now I can do what I want."" Initially denies raping, then says Allah will forgive him. Tells the girl if she becomes Muslim she can be a virgin again. He can't be deported now.
en.protothema.gr/migrant-cel…","2021-11-20T20:09:00.000Z","https://twitter.com/ByRakeshSimha/status/1462151248497442823","@ByRakeshSimha","0","0","0","Masters","Gradually civil societies, celebrities of developed nations are normalising this types of bestiality as non issues! Their judiciary hv been very lenient. This is also happening in India as we brown coolies learn democracy, liberty, FOS, FOR from the western masters.","2021-11-21T06:25:00.000Z","https://twitter.com/ak_patra/status/1462306108563886082","https://pbs.twimg.com/profile_images/1121283964465901569/oFDpHh36.jpg","Hate pseudo sklrs,like 2see India corruption free,progressive,harsh against terrorism n anti nationals.RT not endorsment.No blind bhakt of any pol party","2011-07-21T09:58:00.000Z","bhubaneswar","910","956","77602","123524","https://twitter.com//ak_patra","A K PATRA 🇮🇳","@ak_patra","false",,,"true"
,,"1476085562272407554",,,,,,"false","false","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","I absolutely agree with you sir . Decisions like opening of schools shall be localised","2021-12-29T06:59:00.000Z","https://twitter.com/SathiaDiganta/status/1476085562272407554","https://abs.twimg.com/sticky/default_profile_images/default_profile.png",,"2020-04-08T14:46:00.000Z","कटक, भारत","8","413","734","703","https://twitter.com//SathiaDiganta","Diganta Sathia","@SathiaDiganta","false",,,"false"
,,"1458257530853867527",,,,,,"false","false","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","Masters","Greta, Rihanna, Malala are money making entertainers, activists created by the  western world who mostly play politics selectively in order to creat sensation as directed by their masters.","2021-11-10T02:17:00.000Z","https://twitter.com/ak_patra/status/1458257530853867527","https://pbs.twimg.com/profile_images/1121283964465901569/oFDpHh36.jpg","Hate pseudo sklrs,like 2see India corruption free,progressive,harsh against terrorism n anti nationals.RT not endorsment.No blind bhakt of any pol party","2011-07-21T09:58:00.000Z","bhubaneswar","910","956","77602","123524","https://twitter.com//ak_patra","A K PATRA 🇮🇳","@ak_patra","false",,,"false"
,,"1476088921368842240",,,,,,"false","false","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","If schools will not be opened in the fear of omicron then Govt should completely do a lockdown for them and not allow any kids of that age in any social gatherings and holidays outside etc etc and prevent them .","2021-12-29T07:13:00.000Z","https://twitter.com/MayeeRupa/status/1476088921368842240","https://pbs.twimg.com/profile_images/1518198538546851842/6f4Ake-v.jpg","graduate","2020-03-11T11:23:00.000Z","Bhubaneshwar, India","7","53","21","239","https://twitter.com//MayeeRupa","sterling silver","@MayeeRupa","false",,,"false"
,,"1400827339647295492",,,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Undergraduate","Undergraduate","2021-06-04T14:50:00.000Z","https://twitter.com/Jaganna14460159/status/1400827339647295492","https://pbs.twimg.com/profile_images/1609970047526776832/xPPKAQl0.jpg","।। ଖାଣ୍ଟି ଓଡ଼ିଆ ।।
MA -Utkal university","2019-09-07T02:47:00.000Z","Orissa, India","31","349","9073","159","https://twitter.com//Jaganna14460159","jagannath pradhan (ଜଗନ୍ନାଥ ପ୍ରଧାନ)","@Jaganna14460159","false",,,"false"
,,"1476085470895296513",,,,,,"false","false","9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2","1","School","Decision on School reopening for primary grades has actually become a joke. A similar announcement was made by the Education Minister some months back only to be revoked later.","2021-12-29T06:59:00.000Z","https://twitter.com/DianaSahu_TNIE/status/1476085470895296513","https://pbs.twimg.com/profile_images/1358545182564601856/_7jMSp3Y.jpg","Special Correspondent @NewIndianXpress I @ACJIndia alumna I @Laadli_PF Awardee & Media Fellow I @WNCB_India Jury Awardee I DM/✉️ me at dianasahu@gmail.com","2010-12-01T14:40:00.000Z","Odisha","6525","1630","26583","15438","https://twitter.com//DianaSahu_TNIE","Diana Sahu","@DianaSahu_TNIE","false","dianasahu.com/",,"false"
,,"1454430447589421062",,,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Masters","So don't worry about dr lekhashree.People like you and your masters party ticket and getting elected as an MLA/MP is the ultimate because you have been a follower of a person who is the CM for 23 years wheras Biju babu was CM for few years but he was a leader,a statesman .","2021-10-30T12:50:00.000Z","https://twitter.com/PrasanjitMohant/status/1454430447589421062","https://abs.twimg.com/sticky/default_profile_images/default_profile.png",,"2011-06-06T18:52:00.000Z",,"41","958","668","120","https://twitter.com//PrasanjitMohant","Prasanjit Mohanty","@PrasanjitMohant","false",,,"false"
,,"1454427912552124425",,,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Masters","The present gang who have destroyed the party will beaten in the streets by the old loyalists of Biju babu who have sacrificed their lives for Biju babu and the party unlike you and your masters who have paradroped into the party and created the mess.","2021-10-30T12:40:00.000Z","https://twitter.com/PrasanjitMohant/status/1454427912552124425","https://abs.twimg.com/sticky/default_profile_images/default_profile.png",,"2011-06-06T18:52:00.000Z",,"41","958","668","120","https://twitter.com//PrasanjitMohant","Prasanjit Mohanty","@PrasanjitMohant","false",,,"false"
,,"1475657510434455553",,,,,,"false","false","0","https://twitter.com/DeccanHerald",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","@DeccanHerald mentions miscreants asked Hindus not to celebrate Christmas! They chanted Jai Sri Ram.
Will DH give examples where Muslims, Christians celebrate Hindu festivals? Even in missionary schools students are not allowed to tie kalma on wrists, tilak on foreheads!","2021-12-28T02:39:00.000Z","https://twitter.com/ak_patra/status/1475657510434455553","https://pbs.twimg.com/profile_images/1121283964465901569/oFDpHh36.jpg","Hate pseudo sklrs,like 2see India corruption free,progressive,harsh against terrorism n anti nationals.RT not endorsment.No blind bhakt of any pol party","2011-07-21T09:58:00.000Z","bhubaneswar","910","956","77602","123524","https://twitter.com//ak_patra","A K PATRA 🇮🇳","@ak_patra","false",,,"false"
,,"1455455416062660610",,,,,,"false","false","1","https://twitter.com/bmcbbsr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","Masters","@bmcbbsr Will we see any permanent and tangible action soon. All are aware of their political masters and the influence they wield collectively.","2021-11-02T08:43:00.000Z","https://twitter.com/JagguG/status/1455455416062660610","https://pbs.twimg.com/profile_images/1195301729350365184/gGH-PLeM.jpg","Entrepreneur | Researcher | Communicator. 
Puns intended.","2009-09-08T09:47:00.000Z","Bhubaneswar, India","669","1481","7584","4975","https://twitter.com//JagguG","Jay Jagdev","@JagguG","false","jpjagdev.com",,"false"
,,"1447929434858835972",,,,,,"false","false","0","https://twitter.com/search?q=%23VIP_culture","https://twitter.com/search?q=%23patriots","https://twitter.com/search?q=%23common_citizens","https://twitter.com/search?q=%23Hypocrisy_at_its_best",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Masters","#VIP_culture back - political masters show true colours. If MPs do their job so also other citizens. Are they more #patriots than others?  Does it mean, Only #common_citizens pose security risks, not @ElectedOnes - many face heinous criminal charges. #Hypocrisy_at_its_best!!!!","2021-10-12T14:17:00.000Z","https://twitter.com/pradhan_ask/status/1447929434858835972","https://pbs.twimg.com/profile_images/692711054648815616/V3n0epTo.jpg","May peace be on Earth!

*A career banker -
 - Former MD & CEO of United Bank of India

*Studied in Ravenshaw
*Lives in Bhubaneswar","2014-03-21T13:12:00.000Z","Bhubaneswar","7","37","498","1657","https://twitter.com//pradhan_ask","ASHOK P","@pradhan_ask","false",,,"false"
,,"1448171696289054726",,,,,,"false","false","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Masters","Chinese masters dont like it.","2021-10-13T06:20:00.000Z","https://twitter.com/ak_patra/status/1448171696289054726","https://pbs.twimg.com/profile_images/1121283964465901569/oFDpHh36.jpg","Hate pseudo sklrs,like 2see India corruption free,progressive,harsh against terrorism n anti nationals.RT not endorsment.No blind bhakt of any pol party","2011-07-21T09:58:00.000Z","bhubaneswar","910","956","77602","123524","https://twitter.com//ak_patra","A K PATRA 🇮🇳","@ak_patra","false",,,"false"
"https://pbs.twimg.com/profile_images/1121283964465901569/oFDpHh36.jpg","A K PATRA 🇮🇳","1472377016510914563",,,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","We dint want freedom like BLM, attack on Capitol Hill,  gunning down innocents in schools and in public places, rehabilitating IS terrorists, Khalistanis to act against other countries, ppl of other faiths.","2021-12-19T01:23:00.000Z","https://twitter.com/ak_patra/status/1472377016510914563","https://pbs.twimg.com/profile_images/1121283964465901569/oFDpHh36.jpg","Hate pseudo sklrs,like 2see India corruption free,progressive,harsh against terrorism n anti nationals.RT not endorsment.No blind bhakt of any pol party","2011-07-21T09:58:00.000Z","bhubaneswar","910","956","77602","123524","https://twitter.com//ak_patra","A K PATRA 🇮🇳","@ak_patra","false",,"@ak_patra","false"
